NO,MID,MERCHANT DBA NAME,STATUS EDC,OPENDATE,CITY,MSO,SOURCE CODE,POS1
2594,001010693,LIA LEU SHOP             ,08,121206,MEDAN        ,044,A1X2MA000000000000,001
2595,001010701,TOKO MUJUR               ,08,291206,MEDAN        ,044,A1X2MA000000000000,001
2596,001010719,YENS CLUB 1              ,08,211206,MEDAN        ,091,A1X2MA000000000000,001
2597,001010727,YENS CLUB 2              ,08,221206,MEDAN        ,044,A1X2MA000000000000,001
2598,001010735,YENS CLUB 3              ,08,221206,MEDAN        ,044,A1X2MA000000000000,001
2599,001010743,RATU JOK MOBIL           ,08,191206,MEDAN        ,050,A1X2MA000000000000,001
2600,001010750,BERJAYA BAN              ,08,201206,MEDAN        ,050,A1X2MA000000000000,001
2601,001010768,TRAVELLER SUITES MBL     ,01,240207,MEDAN        ,044,B1X2MA007810006FS1,001
2602,001010776,GRIYA DOME CONVENTION    ,08,080307,MEDAN        ,044,A1X1MA000000000000,001
2603,001010784,XCARREFOUR MEDAN FAIR    ,08,291106,MEDAN        ,002,A1X1MA000000000000,053
2604,001010792,INFINITY PONSEL          ,08,131206,MEDAN        ,050,A1X2MA000000000000,001
2605,001010800,OSIM SUN PLZ MEDAN       ,08,131206,MEDAN        ,056,                  ,001
2606,001010818,ALPHACOM                 ,08,261206,MEDAN        ,044,A1X1MA000000000000,001
2607,001010826,TOKO MAS SINGGALANG      ,08,201206,MEDAN        ,050,                  ,001
2608,001010834,TOKO MAS MODERN          ,08,201206,MEDAN        ,050,                  ,001
2609,001010842,ODIVA                    ,08,211206,MEDAN        ,044,A1X2MA000000000000,001
2610,001010859,TOKO MAS SOGO            ,08,151206,MEDAN        ,044,A1X2MA000000000000,001
2611,001010867,SIBAL SPORT              ,08,291206,MEDAN        ,044,                  ,001
2612,001010875,TOKO ATLAS TRAVEL        ,08,040107,MEDAN        ,050,A1X2MA000000000000,001
2613,001010883,BONAVIDE AQUARIUM MBL    ,01,070207,MEDAN        ,050,B1X2MA007005006FS1,001
2614,001010891,HALIM INTER AQUATIQ MBL  ,01,030107,MEDAN        ,050,B1X2MA007005006FS1,001
2615,001010909,DUTA PONSEL              ,08,040107,MEDAN        ,089,A1X2MA000000000000,001
2616,001010917,TOKO ASLI                ,08,080107,MEDAN        ,050,A1X2MA000000000000,001
2617,001010925,HC COMPUTER              ,08,040107,MEDAN        ,050,A1X1MA000000000000,001
2618,001010933,SINAR COMPUTER           ,08,160107,MEDAN        ,050,A1X1MA000000000000,001
2619,001010941,STATION AUTO MODIFIED    ,08,070207,MEDAN        ,050,A1X2MA000000000000,001
2620,001010958,UD TUNAS JAYA            ,08,040107,MEDAN        ,050,A1X2MA000000000000,001
2621,001010966,TOKO MAS THAMRIN JAYA    ,08,090107,MEDAN        ,044,A1X2MA000000000000,001
2622,001010982,SPBU-14.202.113          ,08,100107,MEDAN        ,050,A1X2MA000000000000,001
2623,001011006,DEWA COM                 ,08,100207,MEDAN        ,044,A1X2MA000000000000,001
2624,001011014,TM SINAR AGUNG           ,08,110107,MEDAN        ,050,A1X2MA000000000000,001
2625,001011022,OSIM EXBHT. SUN PLZ      ,08,030107,MEDAN        ,056,                  ,001
2626,001011030,POJOK CELLULAR           ,08,160107,MEDAN        ,044,A1X1MA000000000000,001
2627,001011048,KENCANA JAYA ELEKTRONIC  ,08,180107,MEDAN        ,044,                  ,001
2628,001011055,PT. EVER PROMPT TRAVEL   ,08,300107,MEDAN        ,050,A1X1MA000000000000,001
2629,001011063,BRASTAGI COTTAGE MBL     ,01,220207,BRASTAGI     ,044,B1X1MA000000000000,001
2630,001011071,BRASTAGI COTTAGE-HY WRK  ,08,050307,MEDAN        ,044,A1X1MA000000000000,001
2631,001011089,H SICHO FASHION          ,08,200207,MEDAN        ,044,A1X2MA000000000000,001
2632,001011097,SENTOSA T&T              ,08,060207,MEDAN        ,044,A1X1MA000000000000,001
2633,001011113,WORTA WISATA             ,08,150207,MEDAN        ,050,A1X1MA000000000000,001
2634,001011121,TUMBLE TOTS              ,08,220207,MEDAN        ,044,A1X2MA000000000000,001
2635,001011139,PT. PUSPA TRAVEL         ,08,070207,LHOKSEUMAWE  ,050,A1X1MA000000000000,001
2636,001011147,TOKO MAS GINTING         ,08,310107,MEDAN        ,044,A1X2MA000000000000,001
2637,001011154,SUPER KITCHEN            ,08,100207,MEDAN        ,050,A1X2MA000000000000,001
2638,001011162,CV PROCOMM EXHBT         ,08,250107,MEDAN        ,050,A3X1MA000000000000,003
2639,001011170,HATRON MBL               ,01,140207,MEDAN        ,050,B1X2MA007004006MR1,001
2640,001011188,VITARA AUDIO MBL         ,01,150207,MEDAN        ,050,B1X2MA008246006FS1,001
2641,001011196,TOKO MAS EL SHADDAI      ,08,080207,MEDAN        ,050,A1X2MA000000000000,001
2642,001011204,NEW SHINE                ,08,110407,MEDAN        ,044,A1X2MA000000000000,001
2643,001011212,TAS CENTER MBL           ,01,240207,MEDAN        ,050,B1X2MA007003006AK1,001
2644,001011220,MERCURY MOTORSPORT       ,08,200207,MEDAN        ,044,A1X2MA000000000000,001
2645,001011238,PATEN COMPUTER           ,08,150207,MEDAN        ,050,A1X2MA000000000000,001
2646,001011246,PT. SARENA WISATA T&T    ,08,270207,MEDAN        ,044,A1X1MA000000000000,001
2647,001011253,UD YANIS KARUNIA JAYA    ,08,190207,MEDAN        ,050,A1X2MA000000000000,001
2648,001011261,ANI COLLECTION           ,08,220207,MEDAN        ,044,A1X2MA000000000000,001
2649,001011279,NOVOTEL SOECHI IND       ,08,200207,MEDAN        ,044,A1X1MA000000000000,001
2650,001011287,TOKO MAS KASANDRA MBL    ,01,020307,MEDAN        ,050,B1X2MA002052006FS1,001
2651,001011295,DJAWA BARU               ,08,080207,TEBING TINGGI,050,A1X2MA000000000000,001
2652,001011303,PT. ABSON TRAVEL         ,08,120307,MEDAN        ,050,A1X1MA000000000000,001
2653,001011311,METRO SWALAYAN MDN MBL   ,08,060307,MEDAN        ,050,B1X1MA000000000000,003
2654,001011329,METRO SWALAYAN SIANTAR   ,01,060307,MEDAN        ,050,A1X1MA006898000AK1,002
2655,001011345,SINABUNG RESORT HOTEL    ,08,220307,BRASTAGI     ,044,A1X1MA000000000000,001
2656,001011352,MULTIGRAFIK KREASINDO    ,08,170407,MEDAN        ,044,A1X1MA000000000000,001
2657,001011378,PRIMADONA SERVICE ST.    ,08,270207,MEDAN        ,044,A1X2MA000000000000,001
2658,001011386,JV FURNITURE             ,08,280207,MEDAN        ,044,A1X2MA000000000000,001
2659,001011394,GALAXY MOTOR             ,08,050407,MEDAN        ,044,A1X2MA000000000000,001
2660,001011402,ANIL SPORT               ,01,080307,MEDAN        ,050,A1X2MA007007006AK1,001
2661,001011410,KESAWAN FURNITURE        ,08,070307,MEDAN        ,050,                  ,001
2662,001011428,ISTANA SPORT             ,08,020307,MEDAN        ,050,                  ,001
2663,001011436,SUN MUSIC                ,08,020307,MEDAN        ,050,A1X2MA000000000000,001
2664,001011444,ONAWA                    ,08,060307,MEDAN        ,050,A1X2MA000000000000,001
2665,001011451,DIOR                     ,08,070307,MEDAN        ,050,A1X2MA000000000000,001
2666,001011469,TANGO ELEKTRONIK         ,08,070307,MEDAN        ,050,                  ,001
2667,001011477,CONTINENT BAN            ,08,060307,MEDAN        ,050,A1X2MA000000000000,001
2668,001011493,KY PONSEL                ,08,120307,MEDAN        ,050,A1X2MA000000000000,001
2669,001011501,PT. VINA TRAVEL          ,08,050407,MEDAN        ,044,A1X1MA000000000000,001
2670,001011519,SASTRAJAYA BOUTIQUE      ,08,040407,MEDAN        ,044,A1X2MA000000000000,001
2671,001011527,ROYAL-SPORT              ,08,230407,MEDAN        ,044,A1X2MA000000000000,001
2672,001011535,CV. MITRA JAYA LESTARI   ,08,220307,MEDAN        ,050,A1X1MA000000000000,001
2673,001011543,HYPERMART MEDAN-PRO MBL  ,08,140307,MEDAN        ,002,B1X1MA000000000000,001
2674,001011550,HYPERMART SUN-PROMO MBL  ,08,140307,MEDAN        ,002,B1Y1RQ000000081000,001
2675,001011568,TOKO MAS SINAR AGUNG     ,08,260307,MEDAN        ,050,A1X2MA000000000000,001
2676,001011576,NOVA COLLECTION          ,08,200407,MEDAN        ,044,A1X2MA000000000000,001
2677,001011584,POWER HP                 ,08,040407,MEDAN        ,050,                  ,001
2678,001011592,PT. MALABAR NIAGA        ,08,050407,MEDAN        ,044,A1X1MA000000000000,001
2679,001011600,HOSANA KERAMIK MEDAN     ,08,290307,MEDAN        ,050,                  ,001
2680,001011618,HOSANA KERAMIK SIANTAR   ,08,300307,PEMATANG SIAN,050,A1X2MA000000000000,001
2681,001011626,CITY SEAFOOD RESTAURANT  ,08,290307,MEDAN        ,050,A1X2MA000000000000,001
2682,001011634,SIMALUNGUN JAYA          ,08,190407,MEDAN        ,044,A1X2MA000000000000,001
2683,001011642,ASIA JAYA TOYS           ,08,160407,MEDAN        ,089,A1X2MA000000000000,001
2684,001011659,JIMBARAN MBL             ,08,270307,MEDAN        ,050,B1X2MA000000000000,002
2685,001011667,FEDEX                    ,08,270307,MEDAN        ,050,A1X1MA000000000000,001
2686,001011675,ISEYA BAKERY & CAKE      ,08,270307,MEDAN        ,050,A1X1MA000000000000,001
2687,001011683,SOLUSI ELEKTRONIK MBL    ,08,290307,MEDAN        ,044,B1X2MA007008006AK1,001
2688,001011691,FRIEND S COLLECTION      ,08,290307,MEDAN        ,050,A1X2MA000000000000,001
2689,001011709,TOKO MAS TARIGANTA       ,08,190407,BERASTAGI    ,044,A1X2MA000000000000,001
2690,001011717,PRAKTEK DRG. BUDI DW     ,08,200407,MEDAN        ,050,A1X2MA000000000000,001
2691,001011725,SS BOUTIQUE              ,08,040407,MEDAN        ,050,A1X2MA000000000000,001
2692,001011741,MEDAN COM                ,08,120407,MEDAN        ,050,A1X2MA000000000000,001
2693,001011758,LA PONTA KARAOKE         ,08,230407,PEMATANG SIAN,044,A1X1MA000000000000,001
2694,001011774,V-TECH                   ,08,020507,MEDAN        ,055,A1X2MA000000000000,001
2695,001011782,APOTIK GAMMA             ,08,210807,MEDAN        ,055,A1X2MA000000000000,001
2696,001011790,XSUSHI - TEI MEDAN       ,08,090407,MEDAN        ,057,A1X1MA000000000000,001
2697,001011808,MIA GALLERY              ,08,260407,MEDAN        ,044,A1X2MA000000000000,001
2698,001011824,JACKY CHEUNG CONCERT     ,08,180407,MEDAN        ,050,A1X1MA000000000000,004
2699,001011832,ERAFONE-NPD MEDAN MBL    ,01,190407,MEDAN        ,055,B1X1MA000000000000,001
2700,001011840,OTO AUDIO MBL            ,01,040507,MEDAN        ,050,B1X2MA007008006MR1,001
2701,001011865,VALENTINO AUTO SERVICE   ,08,290507,MEDAN        ,050,A1X2MA000000000000,001
2702,001011873,UD PELITA JAYA           ,08,150507,MEDAN        ,050,A1X2MA000000000000,001
2703,001011881,UD SUMBER BARU           ,08,210507,MEDAN        ,050,A1X2MA000000000000,001
2704,001011899,SBS JAYA SERVICE         ,08,150507,MEDAN        ,050,A1X2MA000000000000,001
2705,001011907,BENGKEL AYUNG PER MBL    ,08,210507,MEDAN        ,050,B1X2MA000000000000,001
2706,001011915,AROMA ASRI               ,08,030507,MEDAN        ,050,A1X2MA000000000000,001
2707,001011923,TOKO SUKARIA MBL         ,01,280607,SIBOLGA      ,050,B1X2MA007001012AK1,001
2708,001011931,ELITA KIDS CENTER        ,08,110707,SIBOLGA      ,050,A1X2MA000000000000,001
2709,001011956,UD POPULAR               ,08,250707,SIBOLGA      ,050,A1X2MA000000000000,001
2710,001011972,HOTEL PRIMA INDAH        ,08,250707,MEDAN        ,050,A1X2MA000000000000,001
2711,001011980,HOTEL WISATA INDAH       ,08,161107,SIBOLGA      ,050,A1X2MA000000000000,001
2712,001011998,HOTEL SENTOSA LAKES RSR  ,08,060707,TAPANULI     ,050,A1X2MA000000000000,001
2713,001012004,J-CO SUN PLAZA MEDAN     ,08,210507,MEDAN        ,055,A1X1MA000000000000,001
2714,001012012,CAHAYA TOUR-MEDAN        ,08,220607,MEDAN        ,021,A1X1MA000000000000,001
2715,001012020,GURU PATIMPUS SEAFOOD    ,08,140607,MEDAN        ,050,A1X2MA000000000000,001
2716,001012038,LUCKY KING               ,08,090607,MEDAN        ,050,A1X1MA000000000000,001
2717,001012046,RUMAH KEBAYA YOESMARINE  ,08,280607,MEDAN        ,021,A1X2MA000000000000,001
2718,001012053,CENTRAL REZEKI JAYA MTR  ,08,210607,MEDAN        ,050,                  ,001
2719,001012061,FI                       ,08,040607,MEDAN        ,021,A1X2MA000000000000,002
2720,001012079,LIZARD ROCK CAFE         ,08,280607,MEDAN        ,050,A1X2MA000000000000,001
2721,001012087,DIRGANTARA TELESHOP      ,08,190607,MEDAN        ,050,A1X2MA000000000000,001
2722,001012095,K-2 (KARAOKE KELUARGA)   ,08,280607,MEDAN        ,021,A1X1MA000000000000,001
2723,001012103,KOKALUM MBL              ,01,230408,MEDAN        ,050,B1Y2MA007007240AK1,003
2724,001012111,SUN SUPERMARKET          ,08,070707,MEDAN        ,050,A1X2MA000000000000,001
2725,001012129,MULIA PASAR SWALAYAN     ,08,160707,MEDAN        ,050,A1X2MA000000000000,001
2726,001012137,SWEETIES COLLECTION MBL  ,01,231107,MEDAN        ,050,B1X2MA007005006AK1,001
2727,001012145,RESTO WARISAN            ,08,231107,MEDAN        ,050,A1X2MA000000000000,001
2728,001012152,INAYA BOUTIQUE           ,08,110707,MEDAN        ,079,A1X2MA000000000000,001
2729,001012210,BOUTIQUE 78              ,08,010907,MEDAN        ,075,A1X2MA000000000000,001
2730,001012285,RAHMAT GALLERY           ,08,010607,MEDAN        ,050,A1X1MA000000000000,001
2731,001012293,CV MIKRO JASA            ,08,160108,MEDAN        ,050,A1X1MA000000000000,001
2732,001012301,RM NASI KAPAU UNI EMI    ,01,030707,MEDAN        ,050,A1X2MA000000000000,001
2733,001012343,NUSAKOM                  ,08,150607,MEDAN        ,050,                  ,001
2734,001012350,UD REZEKI JAYA           ,08,110607,MEDAN        ,050,A1X2MA000000000000,001
2735,001012376,AIDO MINI PLAZA MBL      ,01,250707,SIBOLGA      ,050,B1X2MA007005012AK1,002
2736,001012384,OLYMPIC SPORT            ,08,030707,MEDAN        ,050,A1X2MA000000000000,001
2737,001012392,GEMILANG AUDIO           ,08,260808,MEDAN        ,050,                  ,001
2738,001012418,CERIA FASHION            ,08,110707,MEDAN        ,083,A1X2MA000000000000,001
2739,001012434,MASSINO BOUTIQUE-SUN PLZ ,08,110707,MEDAN        ,021,A1X2MA000000000000,001
2740,001012442,MASSINO BOUTIQUE-MDN PL  ,08,110707,MEDAN        ,021,A1X2MA000000000000,001
2741,001012459,CAHAYA MOBIL             ,08,080807,MEDAN        ,078,A1X2MA000000000000,001
2742,001012467,SENA REBUNG FASHION      ,08,060707,MEDAN        ,078,A1X2MA000000000000,001
2743,001012475,SUMBER JAYA              ,08,140807,MEDAN        ,081,A1X2MA000000000000,001
2744,001012483,CLINIC DOCTOR KAYAMA-BS  ,08,250707,MEDAN        ,082,A1X2MA000000000000,001
2745,001012509,CLINIC DOCTOR KAYAMA     ,08,250707,MEDAN        ,082,A1X2MA000000000000,001
2746,001012517,LINS INTERIOR            ,08,060707,MEDAN        ,050,A1X2MA000000000000,001
2747,001012525,CV MEDAN CITY            ,08,250607,MEDAN        ,050,A1X1MA000000000000,001
2748,001012541,BINA KARYA SWALAYAN      ,08,261107,MEDAN        ,050,A1X2MA000000000000,001
2749,001012558,BINA SWALAYAN MBL        ,01,261107,MEDAN        ,050,B1X2MA008246265AK1,001
2750,001012574,168 GALLERY              ,08,110707,MEDAN        ,082,A1X2MA000000000000,001
2751,001012582,SAM TRAVEL               ,08,210807,MEDAN        ,083,A1X1MA000000000000,001
2752,001012590,DIZA PONSEL              ,08,060707,MEDAN        ,021,A1X2MA000000000000,001
2753,001012608,RIO TRAVEL               ,08,140807,MEDAN        ,078,A1X1MA000000000000,001
2754,001012616,INTAN MIDUK ARTA TRAVEL  ,08,080807,MEDAN        ,078,A1X1MA000000000000,001
2755,001012632,RIZKY FASHION            ,08,030707,MEDAN        ,080,A1X2MA000000000000,001
2756,001012665,YES MEUBEL               ,08,120608,PEMATANG SIAN,050,A1X2MA000000000000,001
2757,001012681,TOKO MAS SINGGALANG      ,08,110707,MEDAN        ,050,A1X2MA000000000000,001
2758,001012699,RED MOBILE MBL           ,01,060707,MEDAN        ,050,B1X2MA001382006AK2,001
2759,001012715,TOKO WIJAYA FASHION      ,08,130807,MEDAN        ,089,A1X2MA000000000000,001
2760,001012723,TOKO SETIA               ,08,101007,MEDAN        ,089,A1X2MA000000000000,001
2761,001012731,PT. EVER PROMT EXH MBL   ,08,080607,MEDAN        ,050,B3X1MA000000000000,001
2762,001012749,MAJU JAYA                ,08,090707,BINJAI       ,075,A1X2MA000000000000,001
2763,001012756,PT.MULTIGRAFINDO EXH MB  ,08,140607,MEDAN        ,090,A3X1MA000000000000,004
2764,001012764,IVY BOUTIQUE             ,08,140607,MEDAN        ,050,A1X2MA000000000000,001
2765,001012772,PET HOUSE                ,08,051107,MEDAN        ,075,A1X2MA000000000000,001
2766,001012780,UD NETTA                 ,08,200707,MEDAN        ,050,A1X2MA000000000000,001
2767,001012798,ISTANA SPORT             ,08,200607,MEDAN        ,091,                  ,001
2768,001012806,JV FURNITURE             ,08,140607,MEDAN        ,050,                  ,001
2769,001012814,DF HOLIDAY               ,08,240707,MEDAN        ,093,A1X1DA000000000000,001
2770,001012830,BIBI PONSEL              ,08,200707,MEDAN        ,093,A1X2DA000000000000,001
2771,001012848,TOM'S RAIDER 2           ,08,270707,MEDAN        ,075,A1X2MA000000000000,001
2772,001012855,TOM'S RAIDER 1           ,08,300707,MEDAN        ,075,A1X2MA000000000000,001
2773,001012863,SMART CELLULAR           ,01,170707,MEDAN        ,093,A1X2DA000000000000,001
2774,001012871,AMAZING BOOKS            ,08,160707,MEDAN        ,093,A1X2DA000000000000,001
2775,001012889,SMART CELLULR-SUNPLZ MBL ,08,180707,MEDAN        ,093,B1X2MA007810006FS1,001
2776,001012905,PT RAZA KARYA TRAVEL     ,08,300707,MEDAN        ,050,A1X1MA000000000000,001
2777,001012921,ELGINI                   ,08,300707,PEMATANGSIANT,050,A1X2MA000000000000,001
2778,001012947,BRAYAN ELECTRONIC        ,08,070707,MEDAN        ,092,A1X2MA000000000000,001
2779,001012954,GARUDA MAS JEWELLERY     ,08,131107,MEDAN        ,091,A1X2MA000000000000,001
2780,001012962,VIA COMSEL               ,08,070707,MEDAN        ,091,A1X2MA000000000000,001
2781,001012966,UD. SUDI                 ,08,200707,MEDAN        ,090,A1X2MA000000000000,001
2782,001012970,INDO TELL                ,08,070707,MEDAN        ,091,A1X2MA000000000000,001
2783,001012988,ANTARA ELECTRONIC        ,01,160707,MEDAN        ,092,A1X2MA000000000000,001
2784,001012996,UD. SUDI                 ,08,200707,MEDAN        ,090,A1X2MA000000000000,001
2785,001013002,ZONA AUDIO               ,08,110707,MEDAN        ,092,A1X2MA000000000000,001
2786,001013028,LUMBINI                  ,08,070108,MEDAN        ,091,A1X2MA000000000000,001
2787,001013044,PASIR PUTIH              ,08,200707,MEDAN        ,093,A1X2DA000000000000,001
2788,001013051,TOKO TAS DE LAURA        ,08,110707,MEDAN        ,091,A1X2MA000000000000,001
2789,001013069,TOKO MAS SETIA KAWAN     ,08,110707,MEDAN        ,092,A1X2MA000000000000,001
2790,001013085,CWIE M MLG N RLLS REST   ,08,190707,MEDAN        ,090,A1X1MA000000000000,001
2791,001013093,MEILAN FASHION N FLOWER  ,08,080807,MEDAN        ,090,A1X2MA000000000000,001
2792,001013101,VERONICA SALON           ,08,270907,MEDAN        ,091,A1X2MA000000000000,001
2793,001013119,EDLIS                    ,08,110707,MEDAN        ,090,A1X2MA000000000000,001
2794,001013127,MEGA MARKET              ,08,200707,MEDAN        ,090,A1X2MA000000000000,001
2795,001013135,A2                       ,08,280807,MEDAN        ,090,A1X2MA000000000000,001
2796,001013143,D N D HAIR AND MAKE UP   ,08,110707,MEDAN        ,090,A1X2MA000000000000,001
2797,001013150,HAPPY HOLIDAY            ,08,110707,MEDAN        ,090,A1X1MA000000000000,001
2798,001013168,LAMA OPTICAL             ,08,130807,PMTNG SIANTAR,089,A1X2MA000000000000,001
2799,001013176,SAMUDRA JAYA             ,08,230608,PEMATANG SIAN,090,A1X2MA000000000000,001
2800,001013184,MEDIA PRIMA SELLULAR     ,08,300707,MEDAN        ,091,A1X2MA000000000000,001
2801,001013200,CV. V-ONE.R              ,08,051207,MEDAN        ,091,A1X1MA000000000000,001
2802,001013218,NICE PROPERTY            ,08,100807,MEDAN        ,091,A1X1MA000000000000,001
2803,001013234,VANNIE FASHION           ,08,280807,MEDAN        ,090,A1X2MA000000000000,001
2804,001013242,KARTINI DEPT STORE       ,08,011207,PEMATANG SIAN,091,A1X2MA000000000000,002
2805,001013267,CV. ASLI MOTOR SIANTAR   ,08,250708,MEDAN        ,090,A1X1MA000000000000,001
2806,001013275,JAYA BARU ELECTRONIC     ,08,110707,MEDAN        ,090,A1X2MA000000000000,001
2807,001013283,AUTO GRAHA               ,08,300108,PEMATANGSIANT,090,A1X2MA000000000000,001
2808,001013291,PASS COMPUTER            ,08,130807,MEDAN        ,091,A1X2MA000000000000,001
2809,001013309,WISMA SEDERHANA          ,08,130807,MEDAN        ,091,A1X2MA000000000000,001
2810,001013325,GIOVANNI                 ,08,200707,MEDAN        ,050,A1X2MA000000000000,001
2811,001013333,EXH GRAMED GOTO SCHOOL   ,08,280607,MEDAN        ,041,A3X1MA000000000000,002
2812,001013341,GRAMEDIA ACRA KMPS MBL   ,08,280607,MEDAN        ,041,B1X1MA000000000000,001
2813,001013358,KURNIARANTHA TOURS 1     ,08,240807,MEDAN        ,093,A1X1DA000000000000,001
2814,001013366,KURNIARANTHA TOURS 2     ,08,240807,MEDAN        ,093,A1X1DA000000000000,001
2815,001013382,TG SHOP                  ,08,070707,MEDAN        ,050,A1X2MA000000000000,001
2816,001013390,LINDA SHOP               ,08,120707,MEDAN        ,089,A1X2MA000000000000,001
2817,001013432,TOKO MAS ELOK MBL        ,08,300108,MEDAN        ,090,B1X2MA007004006MR1,001
2818,001013481,TIMOR BARU TRAV. AGENC   ,08,230707,MEDAN        ,093,A1X1DA000000000000,001
2819,001013499,PT. ARLEX                ,08,240707,MEDAN        ,093,A1X1DA000000000000,001
2820,001013507,DUTA JAYA MOTOR          ,08,170308,MEDAN        ,050,A1X2MA000000000000,001
2821,001013515,GREAT MARKET TEBING      ,08,300707,TEBINGTINGGII,050,A1X2MA000000000000,001
2822,001013523,GREAT MARKET AMPLAS      ,08,010807,MEDAN        ,050,A1X2MA000000000000,003
2823,001013549,IDOLA GAME & PONSEL      ,08,050907,MEDAN        ,092,A1X2MA000000000000,001
2824,001013556,TANIA PONSEL             ,08,170707,MEDAN        ,092,A1X2MA000000000000,001
2825,001013564,SURYA JAYA ELECTRONIC    ,08,090807,MEDAN        ,092,A1X2MA000000000000,001
2826,001013580,CENTRAL CELLULAR         ,08,110707,MEDAN        ,092,A1X2MA000000000000,001
2827,001013598,HOLIDAY GAME ELECTRONIC  ,08,210907,MEDAN        ,092,A1X2MA000000000000,001
2828,001013606,ORENTIN AQUARIUM MBL     ,01,230707,MEDAN        ,093,B1X2MA007005006FS1,001
2829,001013614,SINAR AGUNG              ,08,250707,SIBOLGA      ,050,A1X2MA000000000000,001
2830,001013622,GATOT KERAMIK            ,08,050907,MEDAN        ,092,A1X2MA000000000000,001
2831,001013630,PELITA ELECTRONIC        ,08,020807,MEDAN        ,092,A1X2MA000000000000,001
2832,001013655,SMART PHONE              ,08,080807,MEDAN        ,089,A1X2MA000000000000,001
2833,001013671,PRIMA JAYA               ,08,280807,MEDAN        ,090,A1X2MA000000000000,001
2834,001013689,MILLY BOUTIQUE           ,08,110707,MEDAN        ,090,A1X2MA000000000000,001
2835,001013697,UD CINTA ALAM            ,08,210807,MEDAN        ,050,A1X2MA000000000000,001
2836,001013713,INDAH JAYA MBL           ,01,240707,MEDAN        ,050,B1X2MA007004006MR1,001
2837,001013747,RM 100 MBL               ,01,270907,MEDAN        ,050,B1X2MA008246240AK1,002
2838,001013754,SASHA COLLECTION         ,08,210807,MEDAN        ,093,A1X2DA000000000000,001
2839,001013762,TX TRAVEL KATAMSO MBL    ,08,020807,MEDAN        ,093,B1X1DA000000000000,001
2840,001013796,IRIAN SUPERMARKET-MEDAN  ,08,020807,MEDAN        ,093,A1X1DA000000000000,004
2841,001013804,IRIAN SUPERMARKET-MORAW  ,08,060807,MEDAN        ,093,A1X1DA000000000000,003
2842,001013812,MADANI HOTEL MBL         ,01,130707,MEDAN        ,093,B1X1AA001382006AK1,002
2843,001013846,EBOS ELEKTRONIK          ,08,270807,MEDAN        ,092,A1X2MA000000000000,001
2844,001013861,SUMATERA JEWELLERY       ,08,280807,MEDAN        ,090,A1X2MA000000000000,001
2845,001013879,MODERN                   ,08,120907,MEDAN        ,091,A1X2MA000000000000,001
2846,001013887,SYSCOM DATA INTERC-KBNJ  ,08,060907,MEDAN        ,093,A1X1DA000000000000,001
2847,001013911,PENGUIN HOLIDAYS         ,08,200807,MEDAN        ,089,A1X2MA000000000000,001
2848,001013929,CUNE AUDIO               ,08,250707,MEDAN        ,092,A1X2MA000000000000,001
2849,001013937,BANGKOK GALLERY          ,08,130807,MEDAN        ,091,A1X2MA000000000000,001
2850,001013945,PT. ARIFANDA TRAVEL      ,08,210807,MEDAN        ,090,A1X1MA000000000000,001
2851,001013952,APOTIK KARYA             ,08,210108,MEDAN        ,091,A1X2MA000000000000,001
2852,001013978,INNOCENT DISTRO-MBL      ,08,060807,MEDAN        ,092,B1X2MA000000000000,001
2853,001013986,T N T JAYA               ,08,190907,MEDAN        ,091,A1X2MA000000000000,001
2854,001013994,MILLENNIUM 3 ENTERTAIN   ,08,190907,MEDAN        ,089,A1X2MA000000000000,001
2855,001014000,PD. LESEHAN SARI RAOS    ,08,130907,MEDAN        ,093,A1X1DA000000000000,001
2856,001014018,MANDIRI PEMBERS MBL      ,01,070807,MEDAN        ,118,B1X1MA007002040FS1,001
2857,001014026,INDOBAN                  ,08,280807,MEDAN        ,090,A1X2MA000000000000,001
2858,001014034,NASIONAL ELECTRONIC MBL  ,01,280807,MEDAN        ,090,B1X2MA007004006AK1,001
2859,001014037,PT. SENSORLINK YUMITARO  ,08,120208,MEDAN        ,091,A1X1MA000000000000,001
2860,001014059,XTREME                   ,08,101007,MEDAN        ,089,A1X2MA000000000000,001
2861,001014075,MARTABE SEJAHTERA MBL    ,01,240807,MEDAN        ,050,B1X1MA007007000AK1,001
2862,001014083,SENANG HATI              ,08,160807,MEDAN        ,093,A1X2DA000000000000,001
2863,001014091,LILY ELEKTRONIK          ,08,210807,MEDAN        ,093,A1X2DA000000000000,001
2864,001014109,LAPAN-LAPAN TOUR & TRAV  ,08,050907,MEDAN        ,093,A1X1DA000000000000,001
2865,001014117,VICTORY TOUR & TRAVEL    ,08,270807,MEDAN        ,093,A1X1DA000000000000,001
2866,001014125,JW LOUNGE MEDAN          ,08,250707,MEDAN        ,100,A1X1MA000000000000,001
2867,001014133,DAHLIA MINI MARKET       ,08,130807,MEDAN        ,091,A1X2MA000000000000,001
2868,001014158,GREEN HOUSE              ,08,120907,MEDAN        ,090,A1X2MA000000000000,001
2869,001014166,HOKKY SALON              ,08,250907,MEDAN        ,092,A1X2MA000000000000,001
2870,001014174,PRADA WISATA             ,08,140807,MEDAN        ,050,A1X1MA000000000000,001
2871,001014182,PERSADA DATA NET         ,08,270907,MEDAN        ,091,A1X2MA000000000000,001
2872,001014191,NUSANTARA SERVICE        ,08,200907,MEDAN        ,091,A1X2MA000000000000,001
